time	d
1.3543232278793141E+002	1.3211636000000000E+000
1.3547344609747014E+002	1.3174714000000001E+000
1.3551457785494722E+002	1.3135859999999999E+000
1.3555571924654203E+002	1.3095490000000001E+000
1.3559687144622504E+002	1.3054062000000000E+000
1.3563803561423089E+002	1.3012070000000000E+000
1.3567921289434858E+002	1.2970028000000000E+000
1.3572040441037385E+002	1.2928446000000000E+000
1.3576161126243227E+002	1.2887810000000000E+000
1.3580283452316732E+002	1.2848603999999999E+000
1.3584407523391221E+002	1.2811294000000000E+000
1.3588533440084120E+002	1.2776300000000000E+000
1.3592661299159491E+002	1.2743994000000001E+000
1.3596791193260890E+002	1.2714694000000000E+000
1.3600923210627192E+002	1.2688666000000000E+000
1.3605057434827415E+002	1.2666130000000000E+000
1.3609193944585678E+002	1.2647280000000001E+000
1.3613332813595491E+002	1.2632277999999999E+000
1.3617474110356633E+002	1.2621262000000000E+000
1.3621617898036027E+002	1.2614348000000000E+000
1.3625764234298160E+002	1.2611650000000001E+000
1.3629913171054955E+002	1.2613280000000000E+000
1.3634064754250164E+002	1.2619334000000000E+000
1.3638219012811217E+002	1.2629868000000000E+000
1.3642375935649213E+002	1.2644865999999999E+000
1.3646535237151156E+002	1.2664234000000001E+000
1.3650693026437506E+002	1.2687780000000000E+000
1.3654848135325389E+002	1.2715224000000001E+000
1.3659000587714490E+002	1.2746219999999999E+000
1.3663150413958130E+002	1.2780368000000000E+000
1.3667297650812807E+002	1.2817208000000000E+000
1.3671442341377536E+002	1.2856272000000000E+000
1.3675584535032345E+002	1.2897088000000001E+000
1.3679724287364968E+002	1.2939179999999999E+000
1.3683861660088237E+002	1.2982108000000001E+000
1.3687996720878567E+002	1.3025416000000001E+000
1.3692129543119626E+002	1.3068637999999999E+000
1.3696260205586381E+002	1.3111298000000000E+000
1.3700388792063609E+002	1.3152926000000000E+000
1.3704515390969530E+002	1.3193044000000000E+000
1.3708640095036753E+002	1.3231172000000000E+000
1.3712763001033494E+002	1.3266836000000000E+000
1.3716884209504852E+002	1.3299605999999999E+000
1.3721003824551022E+002	1.3329088000000000E+000
1.3725121953662347E+002	1.3354954000000001E+000
1.3729238707572688E+002	1.3376946000000001E+000
1.3733354200104631E+002	1.3394898000000000E+000
1.3737468547971977E+002	1.3408696000000000E+000
1.3741581870516680E+002	1.3418319999999999E+000
1.3745694289416801E+002	1.3423820000000000E+000
1.3749805928323423E+002	1.3425300000000000E+000
1.3753916912431862E+002	1.3422890000000001E+000
1.3758027368095986E+002	1.3416729999999999E+000
1.3762137422368602E+002	1.3406963999999999E+000
1.3766247202516919E+002	1.3393714000000001E+000
1.3770356835621092E+002	1.3377091999999999E+000
1.3774466448257465E+002	1.3357196000000000E+000
1.3778576166231628E+002	1.3334121999999999E+000
1.3782686114425636E+002	1.3307967999999999E+000
1.3786796416726747E+002	1.3278852000000001E+000
1.3790907195992278E+002	1.3246933999999999E+000
1.3795018574050721E+002	1.3212429999999999E+000
1.3799130671710475E+002	1.3175627999999999E+000
1.3803243608757893E+002	1.3136880000000000E+000
1.3807357503893925E+002	1.3096597999999999E+000
1.3811472474607950E+002	1.3055239999999999E+000
1.3815588637029018E+002	1.3013298000000000E+000
1.3819706105660006E+002	1.2971286000000000E+000
1.3823824993025124E+002	1.2929712000000000E+000
1.3827945409303797E+002	1.2889063999999999E+000
1.3832067461950393E+002	1.2849828000000001E+000
1.3836191255309797E+002	1.2812466000000000E+000
